category,lat,lon,x_m_from_SW,y_m_from_SW,depth_m,weed_m,fish_rate,n_pings,dist_from_swim_m,bearing_from_swim
bronze,51.74486062237164,-1.434258252233797,78.0,38.0,1.135991989319092,0.0876136386265049,0.07209612817089453,749.0,37.1909211872234,190.1923634591443
bronze,51.74514891065993,-1.434170950436246,84.0,70.0,0.9645357142857142,0.013007284079084287,0.07142857142857142,28.0,4.6405416064362575,187.19317909940128
bronze,51.74495071246173,-1.4343746546305316,70.0,48.0,1.0102323232323231,0.10281447846484267,0.0707070707070707,99.0,30.337786661520568,208.72615923749305
bronze,51.74493269444371,-1.4342000510354298,82.0,46.0,1.3247389705882353,0.13120779008793945,0.06985294117647059,272.0,28.72023312400761,185.15608555308742
bronze,51.744896658407676,-1.4344910570272662,62.0,42.0,1.496,0.089632012108599,0.06818181818181818,44.0,39.66013843268658,214.7059066557965
bronze,51.745004766515784,-1.4343746546305316,70.0,54.0,1.218186440677966,0.08348177804429237,0.06779661016949153,59.0,25.241495091210222,215.28630505273495
bronze,51.74511287462389,-1.4343746546305316,70.0,66.0,0.9751442307692307,0.01862709784145788,0.0673076923076923,104.0,16.93034625395767,239.45592716581405
bronze,51.745076838587856,-1.4339963468411443,96.0,62.0,1.04972,0.008278413689443865,0.06666666666666667,75.0,17.007449622410185,137.8241888144193
bronze,51.74511287462389,-1.4342873528329807,76.0,66.0,1.01175,0.029140880296474797,0.06578947368421052,76.0,12.151700800884289,224.92347458953256
bronze,51.74513089264191,-1.434345554031348,72.0,68.0,0.9790797101449276,0.014691318926038194,0.06521739130434782,138.0,14.209021263873915,242.30424341520882
bronze,51.745076838587856,-1.4343746546305316,70.0,62.0,1.0748064516129032,0.03916171550692043,0.06451612903225806,31.0,19.27352521809288,229.15953781164075
bronze,51.745184946695964,-1.434170950436246,84.0,74.0,0.673627659574468,0.00022140058006951975,0.06382978723404255,94.0,0.8381386206960403,223.8904320615302
bronze,51.74505882056984,-1.434345554031348,72.0,60.0,1.0729583333333335,0.0596528500404671,0.0625,48.0,19.275906862826158,220.74423173672295
bronze,51.74477053228155,-1.4340836486386952,90.0,28.0,1.5661875,0.0013549254249046131,0.0625,32.0,46.91800731103996,173.3676527110088
bronze,51.744806568317586,-1.4341418498370624,86.0,32.0,1.2361041666666666,0.00646751069487802,0.0625,48.0,42.627641125624415,178.09245952665262
bronze,51.74493269444371,-1.4343746546305316,70.0,46.0,1.0804464285714286,0.06605067885635003,0.0625,224.0,32.106033304454115,207.01047933857313
bronze,51.74513089264191,-1.4340836486386952,90.0,68.0,1.0479896907216495,0.0775073216258837,0.061855670103092786,97.0,8.54271089895715,140.62937640285656
bronze,51.745076838587856,-1.4341418498370624,86.0,62.0,1.1403230769230768,0.09992262333573468,0.06153846153846154,65.0,12.683637590742569,173.57680555643242
bronze,51.744986748497766,-1.4344619564280825,64.0,52.0,1.2624545454545455,0.0875561021242603,0.06060606060606061,99.0,30.569951609236448,222.31800949218066
bronze,51.74496873047975,-1.434345554031348,72.0,50.0,1.2814090909090907,0.07383932982268049,0.06060606060606061,66.0,27.634054362656556,207.0825641557429
bronze,51.745184946695964,-1.4335598378533896,126.0,74.0,1.007090909090909,0.0,0.06060606060606061,33.0,41.423338021877186,90.8354940397464
bronze,51.74513089264191,-1.4341418498370624,86.0,68.0,1.0341243243243243,0.07824994609593985,0.05945945945945946,185.0,6.754734447256409,167.87383236333764
bronze,51.74511287462389,-1.4339381456427769,100.0,66.0,1.0123235294117645,0.0,0.058823529411764705,34.0,17.65708539525891,119.16223577256982
bronze,51.745184946695964,-1.4335307372542059,128.0,74.0,1.0378285714285713,0.0,0.05714285714285714,35.0,43.423135180451915,90.79701388442243
